Key,English,Indonesian
PROPQUEST_SCENARIO_INC_002046,Good! Then go to Reonan. I will soon recover my original body and meet up with the rest of the original crew!,Bagus! Pergilah ke Reonan. Saya akan segera memulihkan tubuh asli saya dan bertemu dengan kru asli lainnya!
PROPQUEST_SCENARIO_INC_002047,Err… well in that case you must have some more urgent matters to attend to? Please take the pendant to Reonan soon.,Err... dalam hal ini bukankah Anda memiliki beberapa hal yang lebih mendesak untuk diperhatikan? Tolong bawa liontin itu ke Reonan segera.
PROPQUEST_SCENARIO_INC_002048,"There you are! Unfortunately, I'm glad to see you but unable to talk at the moment. Take this time to reach level 60 then return to me.","Akhinya kamu datang juga! Sayangnya, saya senang melihat Anda tetapi tidak dapat ngobrol untuk saat ini. Luangkan waktu ini untuk mencapai level 60 lalu kembali kepada saya."
PROPQUEST_SCENARIO_INC_002049,Hurry quickly back to Reonan with the pendant!,Cepat kembali ke Reonan dengan liontin itu!
PROPQUEST_SCENARIO_INC_002050,Deliver the pendant from Reodos to Reonan.,Kirimkan liontin dari Reodos ke Reonan.
PROPQUEST_SCENARIO_INC_002132,Returning Home in Glory,Returning Home in Glory
PROPQUEST_SCENARIO_INC_002133,"Oh, Reonan said to return to Flarine after you had completed your duties here. Do not fret about us any longer. Go see Reonan!","Oh, Reonan berkata untuk kembali ke Flarine setelah kamu menyelesaikan tugasmu di sini. Jangan khawatir tentang kita lagi. Pergi temui Reonan!"
PROPQUEST_SCENARIO_INC_002134,"Thank you for your efforts in Saint City. Your name will be forever praised here. Now, hurry on your way!","Terima kasih atas upaya Anda di Saint City. Namamu akan selamanya dipuji di sini. Sekarang, cepatlah pergi untuk perjalananmu!"
PROPQUEST_SCENARIO_INC_002135,"Eh? You don't want to go back? Then, plese feel free to join the illustrious ranks of our tourist industry!","Eh? Anda tidak ingin kembali? Kemudian, jangan ragu untuk bergabung dengan jajaran industri pariwisata kita yang termasyhur!"
PROPQUEST_SCENARIO_INC_002136,"I heard of your remarkable activities at Saint City from the Mayor! I have another mission for you... but it's too early right now. Reach level 40, then I will give you the next mission.","Saya mendengar tentang aktivitas luar biasa Anda di Saint City dari Walikota! Saya punya misi lain untuk Anda ... tapi ini terlalu dini sekarang. Raihlah level 40, maka saya akan memberi Anda misi berikutnya."
PROPQUEST_SCENARIO_INC_002137,Reonan is waiting for you in Flaris.,Reonan sedang menunggumu di Flaris.
PROPQUEST_SCENARIO_INC_002138,Go to Reonan after reaching level 40.,Pergi ke Reonan setelah mencapai level 40.
PROPQUEST_SCENARIO_INC_001967,Chapter 4 Turbulent World,Chapter 4 Turbulent World
PROPQUEST_SCENARIO_INC_001833,In a way this is good for them. The citizens of Darken needed to become more self-efficient. I know they will be fine without me. There is another issue that has come up.,Di satu sisi ini baik untuk mereka. Warga Darken perlu menjadi lebih mandiri. Saya tahu mereka akan baik-baik saja tanpa saya. Namun ada masalah lain yang muncul.
PROPQUEST_SCENARIO_INC_001834,"When we finished the war, aside from my sister's ring, I also threw my pendant somewhere in Darkon 3. I was so convinced I would never need it again…","Ketika kami menyelesaikan perang, selain cincin saudara perempuan saya, saya juga melemparkan pendant saya ke suatu tempat di Darkon 3. Saya sangat yakin saya tidak akan pernah membutuhkannya lagi ..."
PROPQUEST_SCENARIO_INC_001835,Could you please find it for me? I know it is asking much of you. It is important that I regain possession of it though and present it to Reonan.,Bisakah Anda menemukannya untuk saya? Saya tahu bahwa saya meminta banyak dari Anda. Namun sangatlah penting bagi saya untuk mendapatkan kembali kepemilikannya dan menyerahkannya kepada Reonan.
PROPQUEST_SCENARIO_INC_001836,"Thank you. I feel that if anything, a Nautrepy has the pendant. They tend to seek out shiny objects. Please locate them in the Eastern forests of Darkon 3. Please retrieve it.","Terima kasih. Saya merasa, seorang Nautrepy memiliki pendant itu. Mereka cenderung mencari benda-benda mengkilap. Silakan temukan mereka di Eastern forests di Darkon 3. Tolong ambil kembali."
PROPQUEST_SCENARIO_INC_001837,It is imperative that you retrieve this pendant and get it to Reonan!,Sangat penting bagi Anda untuk mengambil pendant ini dan membawanya ke Reonan!
PROPQUEST_SCENARIO_INC_001838,Oh you found it! Thank you so much!,"Oh, Anda menemukannya! Terima kasih banyak!"
PROPQUEST_SCENARIO_INC_001839,A Nautrepy must have taken the pendant. Please go and check the Eastern forests of Darkon 3!,Seorang Nautrepy pasti telah mengambil liontin itu. Pergi dan periksa Eastern forests di Darkon 3!
PROPQUEST_SCENARIO_INC_001840,Recover the Hero's Pendant from Nautrepy and return it to Elaine.,Ambil Hero's Pendant dari Nautrepy dan kembalikan ke Elaine.
PROPQUEST_SCENARIO_INC_001842,Zoro's Pendant,Zoro's Pendant
PROPQUEST_SCENARIO_INC_001843,Please take this pendant to Reonan. This will serve as a symbol of my unyielding devotion to our cause…,Silakan bawa pendant ini ke Reonan. Ini akan berfungsi sebagai simbol pengabdian saya yang pantang menyerah untuk tujuan kita ...
PROPQUEST_SCENARIO_INC_001844,"Oh! You have yet to collect Zoro's pendant! Go and retrieve it from him as well! Once you have done this, please take them both to Reonan.","Oh! Kamu belum mengumpulkan Zoro's pendant! Pergi dan ambil darinya juga! Setelah kamu melakukan ini, bawa keduanya ke Reonan."
PROPQUEST_SCENARIO_INC_001845,"Zoro is waiting! Please go and gather his pendant as well. I'm sure once you show him mine, he will gladly hand it over.","Zoro sedang menunggu! Silakan pergi dan kumpulkan pendant nya juga. Saya yakin begitu Anda menunjukkan milik saya kepadanya, dia akan dengan senang hati menyerahkannya."
PROPQUEST_SCENARIO_INC_001846,"Please, we must get the pendants to Reonan to let him know we are ready to fight side by side!","Tolong, kita harus membawa pendant itu ke Reonan untuk memberi tahu dia bahwa kita siap bertarung berdampingan!"
PROPQUEST_SCENARIO_INC_001847,Oh Oh! That is Elaine's pendant! So I see you were able to get him to reconsider?,Oh Oh! Itu adalah Elaine's pendant! Jadi kamu benar-benar bisa membuatnya untuk mempertimbangkan kembali??
PROPQUEST_SCENARIO_INC_001848,Hurry! I'm sure Zoro is waiting!,Cepat! Aku yakin Zoro sedang menunggu!
PROPQUEST_SCENARIO_INC_001849,Retrieve Zoro's Pendant.,Ambil Zoro's Pendant.
PROPQUEST_SCENARIO_INC_001851,United We Stand,United We Stand
PROPQUEST_SCENARIO_INC_001852,"Hah! I never thought Elaine would change his mind so easily. This pendant here, well, it definitely shows that he means business!","Hah! Saya tidak pernah berpikir Elaine akan berubah pikiran dengan mudah. Pendant ini di sini, yah, itu pasti menunjukkan bahwa dia bersungguh-sungguh!"
PROPQUEST_SCENARIO_INC_001853,"I'm glad to see that the old Elaine has returned! Here, take my pendant as well! Now take them to Reonan and let him know we are ready to stand united!","Saya senang melihat Elaine tua telah kembali! Nih, ambil pendant ku juga! Sekarang bawa mereka ke Reonan dan beri tahu dia bahwa kita siap untuk bersatu!"
PROPQUEST_SCENARIO_INC_001854,Head back to Reonan with the pendants!,Kembali ke Reonan dengan the pendants!
PROPQUEST_SCENARIO_INC_001855,"Well, whatever you wish, but I don't think we have much time to mess around!","Yah, apa pun yang Anda inginkan, tetapi saya rasa kita tidak punya banyak waktu untuk bermain-main!"
PROPQUEST_SCENARIO_INC_001856,Oh! I see you have returned! You come bearing good news I hope?,Oh! Kamu telah kembali! Aku harap kamu datang membawa kabar baik??
PROPQUEST_SCENARIO_INC_001857,"You have both of the pendants, now go see Reonan!","Anda memiliki kedua pendants itu, sekarang pergi temui Reonan!"
PROPQUEST_SCENARIO_INC_001858,Take Elaine and Zoro's Pendants to Reonan,Bawa Elaine dan Zoro's Pendants ke Reonan
PROPQUEST_SCENARIO_INC_001860,Gathering of Heroes,Gathering of Heroes
PROPQUEST_SCENARIO_INC_001861,"Two more pendants!? Ah Elaine and Zoro. It's been awhile… Thought I might never see them again… Knowing they stand by my side, I feel a renewed sense of determination!","Dua pendants lagi!? Ah Elaine dan Zoro. Sudah lama ... Kupikir aku mungkin tidak akan pernah melihat mereka lagi ... Mengetahui mereka berdiri di sisi saya, saya merasakan suatu tekad yang diperbarui!"
PROPQUEST_SCENARIO_INC_001862,"Now 6 heroes are gathered! I, Handel, Hael, Reodos, Zoro, Elaine are gathered. We just need to find the last 2! Before this, I feel it is time for you to hone in on your own skills!","Sekarang 6 pahlawan telah berkumpul! Aku, Handel, Hael, Reodos, Zoro, Elaine berkumpul. Kita hanya perlu menemukan 2 yang terakhir! Sebelum ini, saya merasa sudah waktunya bagi Anda untuk mengasah keterampilan Anda sendiri!"
PROPQUEST_SCENARIO_INC_001863,"We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?","Kami akan membutuhkan bantuan prajurit seperti Anda! Tapi, Anda masih memiliki banyak ruang untuk tumbuh! Apakah Anda siap untuk mendaki jalan Anda lebih jauh menuju kemenangan?"
PROPQUEST_SCENARIO_INC_001864,"Please train to level 70, then talk with Reodos!","Silahkan berlatih ke level 70, lalu bicaralah dengan Reodos!"
PROPQUEST_SCENARIO_INC_001865,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…,Juara sejati lahir dengan memaksimalkan keterampilannya hingga batas maksimalnya. Saya tahu Anda memilikinya di dalam diri Anda untuk mengatasi keanehan ini...
PROPQUEST_SCENARIO_INC_001866,Oh! Impressive! You have grown quite a bit stronger since we last met!,Oh! Mengesankan! Kamu telah tumbuh lebih kuat sejak terakhir kali kita bertemu!
PROPQUEST_SCENARIO_INC_001867,"After reaching level 70, talk with Reodos","Setelah mencapai level 70, bicaralah dengan Reodos"
PROPQUEST_SCENARIO_INC_001868,"Reach level 70, then meet with Reodos.","Mencapai level 70, lalu bertemu dengan Reodos."
PROPQUEST_SCENARIO_INC_001870,Hungry Hungry Dwarpets,Hungry Hungry Dwarpets
PROPQUEST_SCENARIO_INC_001871,"Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…","Oh! Haha, kenapa aku belum berubah kamu bilang? Saya tidak sepenuhnya yakin. Saya merasa bahwa kutukan itu seharusnya sudah menyerah sekarang ..."
PROPQUEST_SCENARIO_INC_001872,"I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man.","Saya mengenal seseorang yang mungkin bisa membantu. Namanya Rankashu, keturunan Shamanistic Dwarpets yang telah tinggal di Darkon lebih lama dari manusia."
PROPQUEST_SCENARIO_INC_001873,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?,Dia mungkin memiliki beberapa informasi berguna yang berkaitan dengan kutukan ini dan hal lainnya yang perlu aku lakukan! Maukah kamu mencarinya untukku??
PROPQUEST_SCENARIO_INC_001874,"OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!","OH! OH! Terima kasih! Saya tahu bahwa Rankashu tidak dapat menahan Syliaca Fillet dan Greemong Jelly. Saya yakin jika Anda membawa beberapa di antaranya, dia akan memberikan informasi apa pun yang Anda inginkan!"
PROPQUEST_SCENARIO_INC_001875,"Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!","Hmph! Anda bisa kehilangan kesempatan tidak hanya untuk membantu saya, tetapi mungkin juga untuk mengetahui lokasi 2 pahlawan lainnya!"
PROPQUEST_SCENARIO_INC_001876,"Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!","Helloooo kau yang disana! *mengendus* Apakah itu fillet Syliaca dan Greemong Jelly?? Oh! Tentu saja AKAN ada permintaan terlebih dahulu. Makanan gratis, HAH!"
PROPQUEST_SCENARIO_INC_001877,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs,Sudahkah Anda mengumpulkan ikan Syliaca dan Greemong Jelly? Anda dapat menemukannya dengan membunuh ikan Syliaca dan Greemongs
PROPQUEST_SCENARIO_INC_001878,"Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1.","Kumpulkan 5 Syliaca Fillet dan 5 Greemong Jelly, lalu bawa mereka ke Rankashu di wilayah Barat Darkon 1."
PROPQUEST_SCENARIO_INC_001880,Catalyst to the Curse,Catalyst to the Curse
PROPQUEST_SCENARIO_INC_001881,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!,Ahh jadi kutukan itu belum dilepaskan?? Kutukan itu ada di tubuhnya sejak lama ... Kita membutuhkan katalis yang kuat untuk mempercepat prosesnya. 10 Boo Petals sepertinya bisa digunakan sebagai katalis!
PROPQUEST_SCENARIO_INC_001882,"Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!","Pertanyaan lain?? 8 Pahlawan ya?? Yah, aku memang melihat seorang wanita yang tampak aneh memasuki penjara bawah tanah ini sendirian beberapa hari yang lalu. Tidak yakin apakah itu akan membantu atau tidak!"
PROPQUEST_SCENARIO_INC_001883,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?,Ngomong-ngomong! Aku sudah bilang apa yang perlu kamu ketahui. Maukah kamu pergi mengambil kelopaknya sekarang dan membiarkanku makan dengan tenang??
PROPQUEST_SCENARIO_INC_001884,"Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!","Ya Ya, dapatkan 10 Boo Petals dari Boo di hutan Darkon 3. Ini seharusnya bisa mengatasi masalah Anda!"
PROPQUEST_SCENARIO_INC_001885,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!,Ahh! Tidak bisakah kamu melihat aku mencoba makan. Tolong jangan ganggu saya sekarang!!
PROPQUEST_SCENARIO_INC_001886,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?,Aha! Saya tahu Rankashu akan memberikan informasi untuk makanan yang dia dapat. Jadi menurutmu daun-daun ini akan mempercepat prosesnya?
PROPQUEST_SCENARIO_INC_001887,I am eating now. I said 10 Boo Petals!,Saya makan sekarang. Saya bilang 10 Boo Petals!
PROPQUEST_SCENARIO_INC_001888,"Collect 10 Boo Petal, then bring them to Reodos","Kumpulkan 10 Boo Petal, lalu bawa ke Reodos"
PROPQUEST_SCENARIO_INC_001890,Carrierbomb Commotion,Carrierbomb Commotion
PROPQUEST_SCENARIO_INC_001891,"Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... ","Inilah harapannya! Hmm, Rankashu menyebutkan sesuatu tentang wanita aneh. Saya ingin tahu siapa itu...  "
PROPQUEST_SCENARIO_INC_001892,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!,Saya mencoba menebak siapa wanita aneh ini!! Sementara itu bisakah Anda membunuh beberapa Carrierbombs dan kemudian kembali ke Rankashu!! Saya perlu lebih banyak waktu untuk berpikir!
PROPQUEST_SCENARIO_INC_001893,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!,Terima kasih terima kasih terima kasih!! Bunuh 20 Small Carrierbombs &15 Carrierbombs lalu kembali ke Rankashu!
PROPQUEST_SCENARIO_INC_001894,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!,Oh bagaimana saya bisa berkonsentrasi dengan Carrierbombs bodoh ini membuat raket!!!
PROPQUEST_SCENARIO_INC_001895,Eh? You're here again? Do you want to know about the woman?,Eh? Anda di sini lagi? Apakah Anda ingin tahu tentang wanita itu?
PROPQUEST_SCENARIO_INC_001896,Not yet? Kill the Carrierbombs quickly and go to Rankashu!,Belum selesai juga? Bunuh Carrierbombs dengan cepat dan pergi ke Rankashu!
PROPQUEST_SCENARIO_INC_001897,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.,Bunuh 20 Small Carrierbombs &15 Carrierbombs dan kembali ke Rankashu.
PROPQUEST_SCENARIO_INC_001898,,
PROPQUEST_SCENARIO_INC_001899,The Dungeon Code,The Dungeon Code
PROPQUEST_SCENARIO_INC_001900,"Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something.","Baiklah baiklah! Kurasa aku sudah selesai makan sekarang. Ngomong-ngomong! Saya melihat wanita ini memasuki Dekane Dungeon sendirian. Dari tampilan pakaiannya, dia mungkin seorang Psykeeper atau semacamnya."
PROPQUEST_SCENARIO_INC_001901,"Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!","Oh! Anda ingin mengejarnya? Sayangnya, Anda tidak bisa begitu saja masuk seperti itu. Lebih tepatnya Anda harus tahu bagaimana caranya!"
PROPQUEST_SCENARIO_INC_001902,"If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!","Jika Anda ingin mempelajari cara memasuki ruang bawah tanah, Anda memerlukan kode kunci dari Cell di Erons Factory. Dia akan memberi tahu Anda bagaimana melakukannya!"
PROPQUEST_SCENARIO_INC_001903,"Cell is at the Erons Factory, go ask him how to enter the dungeon.","Cell ada di Erons Factory, tanyakan padanya bagaimana cara memasuki ruang bawah tanah."
PROPQUEST_SCENARIO_INC_001904,"Well, there is no other way to get in! Don't look at me! It's not like I know anything!",Tidak ada cara lain untuk masuk! Jangan lihat aku! Aku benar-benar tidak tahu apa-apa!
PROPQUEST_SCENARIO_INC_001905,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?,Ah... Aku ingat kamu dari pertemuan sebelumnya ... Mengapa kamu datang menemuiku? Penjara bawah tanah Dekanes? Mengapa kamu ingin memasuki tambang terkutuk itu??
PROPQUEST_SCENARIO_INC_001906,Did you meet Cell at Erons Factory?,Apakah Anda bertemu Cell di Erons Factory?
PROPQUEST_SCENARIO_INC_001907,Go to Cell,Pergi ke Cell
PROPQUEST_SCENARIO_INC_001909,Onward Brave Fool!,Onward Brave Fool!
PROPQUEST_SCENARIO_INC_001910,Ahh I see Cell has given you the code to enter the dungeon!,Ahh jadi Cell telah memberi Anda kode untuk memasuki ruang bawah tanah!
PROPQUEST_SCENARIO_INC_001911,"Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!","Hanya memperingatkan, monster di ruang bawah tanah cukup menakutkan! Jika Anda merasa tidak siap untuk quest, silakan berlatih lagi!"
PROPQUEST_SCENARIO_INC_001912,Are you going to enter then and look for that woman?,Apakah Anda akan masuk dan mencari wanita itu?
PROPQUEST_SCENARIO_INC_001913,"Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!",Anda adalah orang bodoh paling berani yang pernah saya temui. Mari kita berharap wanita ini sepadan dengan semua usaha yang telah kita lakukan! Hah!
PROPQUEST_SCENARIO_INC_001914,"Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!","Berubah pikiran? Jika Anda tidak sibuk, mungkin Anda bisa membawakan saya beberapa Greemong Jelly dan Syliaca Fillets lagi! Saya suka saya suka! Haha!"
PROPQUEST_SCENARIO_INC_001915,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.,Woah! Kau mengejutkanku! Kau tak seharusnya tidak menyelinap seperti itu pada seorang wanita! Hehe.
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?",Apakah kamu akan menuju ke tambang atau apakah kamu sudah mempertimbangkan kembali??
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Masuk ke Dekane Dungeon dan cari Mysterious Woman.
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,The Alluring Enchantress
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","Ah! Jadi kamu berani menghadapi semua bahaya penjara bawah tanah hanya untuk bertemu denganku ya? Oh namaku? Yah, saya tidak semudah itu memberitahu kepada siapa pun! Hehe."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","Sebelum saya menganugerahkan Anda nama paling anggun yang pernah ada, Anda harus menunjukkan kepada saya bahwa Anda layak untuk menerimanya! Bagaimana? Oh itu cukup sederhana! Hehe. Bunuh saja 20 Keakoon Guards!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,Seharusnya ada lebih dari cukup Keakoon Guards di penjara bawah tanah ini. Bunuh saja 20 dari mereka dan Anda akan memiliki hak istimewa untuk mengetahui nama saya!
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Oh yah, kurasa itu adalah kerugianmu kalau begitu. Hehe."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","Wow, cepat sekali! Rupanya seseorang benar-benar ingin tahu nama saya? Hehe."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Yah, kamu bisa berdiri di sana dan menatapku sepanjang hari, tapi itu tidak akan membunuh Keakoon Guards itu lebih cepat kan? Hehe."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Bunuh 20 Keakoon Guards.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,Ainher's Request
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","Namaku Ainher. Ya, cobalah untuk tidak membiarkan keindahan murni itu membuat kamu benar-benar tuli. Aku yakin kamu tidak hanya datang jauh-jauh untuk mempelajari namaku, jadi untuk apa datang ke sini??"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Hehe, bagaimana kamu tahu tentang 8 hero aslinya?? Ah tidak apa-apa, aku punya penguntit yang lebih menyeramkan! Aku adalah reinkarnasi dari Psykeeper Hero Offerep yang asli ..."
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","Saya mengerti. Jadi Reonan mencari untuk menyatukan kembali pahlawan aslinya. Jika dia masalahnya, maka sesuatu yang penting pasti sedang terjadi! Sayangnya, saya agak terikat saat ini dengan penelitian..."
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","Saya rasa jika Anda membantu saya menyelesaikan penelitian saya, maka saya akan mempertimbangkan untuk bergabung. Jika Anda ingin membantu saya, silakan bicara dengan Drico dan kumpulkan Agony Ore."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","Agony Ore cukup langka, jadi saya yakin Drico tidak akan mau segera menyerahkannya... Tapi, kurasa itu sekarang masalahmu! Hehe."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,Berubah pikiran begitu cepat ya sepertinya? Nampaknya Anda tidak terburu-buru untuk mendapatkan bantuan saya saat itu! Hehe.
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Endus* *Mendengus* Drico mencium bau orang asing di sini? Apa yang orang asing inginkan??? *mengendus*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,Cepatlah sekarang! Cari Drico dan ambil Agony Ore!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,Temui Drico di Dekanes dungeon.
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,Sweet Medication
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,Agony Ore??? Khahahahaha! Kamu bilang ingin Agony Ore??? *mendengus* *mengendus* Agony Ore sangatlah langka! Aku tidak berdagang!
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*mengendus*. Hmm.. Mungkin aku berubah pikiran jika melakukan sesuatu untuk Drico! Tribe membutuhkan getah Roach Queen untuk pengobatan! *mendengus* kamu dapat mengumpulkan untuk Drico??
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.","Kumpulkan getah dari Pink Roach Queen dan Blue Roach Queen, lalu bawa ke Drico."
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,Anda menolak kesempatan yang begitu bagus sekarang? *Mengendus* *Mengendus*. Terserah kau saja~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,*endus* *endus* Drico mencium bau getah manis!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,Kumpulkan Pink Roach Queen Sap dan Blue Roach Queen Sap! Endus!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,Pink dan Blue Roach Queen berada jauh di dalam dungeon. Silakan kumpulkan getahnya!
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,Collective Bargaining
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,Berikan Drico Sap! Maka Drico akan menyerahkan Ore kepada orang asing! *mendengus*
PROPQUEST_SCENARIO_INC_001950,Here take ore!,Ambilah ore ini!
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,Kamu tidak ingin mengambilnya sekarang??? *sniff* Drico butuh getah!
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!","hehe, mengesankan! Saya tahu Anda akan menemukan cara untuk mendapatkan ore itu!"
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,Pergi ambil ore. Drico sedang sibuk sekarang!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,Bawa Agony Ore ke Ainher.
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,Psykeeper Hero's Pendant
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,Beri aku ore nya dan kamu bisa pegang janjiku bahwa aku akan bersatu kembali dengan Reonan dan anggota geng lainnya. Pertama saya perlu sedikit waktu untuk memeriksa ore.
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.","Saya tidak bisa meninggalkan momen ini, tetapi ambil ini, bawa pendant saya ke Reonan. Ini akan menyegel kesepakatan! Aku akan segera bertemu denganmu lagi! Hehe."
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,Tolong beri tahu Reonan bahwa saya sibuk dengan penelitian penting tetapi akan datang langsung kepadanya setelah itu!
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,Eh? Anda tidak ingin pergi dari sini karena kecantikan saya yang bercahaya? Kurasa aku tidak akan menyalahkanmu!
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,Kamu kembali! Bagaimana kabar Ainher? Apa?? Ini adalah pendants lainnya!
